day,stop_order,customer_id,customer_name,arrival_time,service_start_time,service_end_time,selected_window_start,selected_window_end,travel_from_previous_min,waiting_min,distance_from_previous_km
1,21,C254,Khach_Hang_254,13:23,13:23,13:30,07:54,15:56,23,0,18.355820
1,22,C151,Khach_Hang_151,13:32,13:32,13:42,13:30,17:00,2,0,1.185900
1,23,C098,Khach_Hang_098,13:45,13:45,13:52,13:30,17:00,3,0,2.473740
1,24,C022,Khach_Hang_022,13:54,13:54,14:04,07:36,14:50,2,0,1.093010
1,25,C283,Khach_Hang_283,14:06,14:06,14:11,13:30,17:00,2,0,1.312399
1,26,C073,Khach_Hang_073,14:18,14:18,14:25,13:30,17:00,7,0,5.333758
1,27,C154,Khach_Hang_154,14:39,14:39,14:44,13:30,17:00,14,0,11.380149
1,28,C158,Khach_Hang_158,14:47,14:47,14:54,13:30,17:00,3,0,1.923490
1,29,C265,Khach_Hang_265,14:56,14:56,15:06,13:30,17:00,2,0,1.561900
1,30,C081,Khach_Hang_081,15:07,15:07,15:14,13:30,17:00,1,0,0.544775
1,31,C243,Khach_Hang_243,15:16,15:16,15:23,13:30,17:00,2,0,1.575708
1,32,C152,Khach_Hang_152,15:24,15:24,15:29,13:30,17:00,1,0,0.729937
1,33,C119,Khach_Hang_119,15:33,15:33,15:40,13:30,17:00,4,0,2.975604
1,34,C143,Khach_Hang_143,15:44,15:44,15:51,13:30,17:00,4,0,2.998175
1,35,C206,Khach_Hang_206,15:53,15:53,16:00,08:54,17:27,2,0,1.362769
1,36,C174,Khach_Hang_174,16:01,16:01,16:11,13:30,17:00,1,0,0.107987
1,37,C247,Khach_Hang_247,16:14,16:14,16:19,13:30,17:00,3,0,1.930098
1,38,C228,Khach_Hang_228,16:29,16:29,16:39,13:30,17:00,10,0,8.305431
1,39,C175,Khach_Hang_175,16:50,16:50,16:57,13:30,17:00,11,0,8.432039
1,40,C052,Khach_Hang_052,17:35,17:35,17:40,09:21,17:47,38,0,31.282784
1,41,C032,Khach_Hang_032,17:42,17:42,17:52,08:52,18:41,2,0,0.958747
1,42,C075,Khach_Hang_075,17:55,17:55,18:05,08:23,18:22,3,0,2.097888
1,43,C270,Khach_Hang_270,18:28,18:30,18:40,18:30,21:30,23,2,18.726483
1,44,C014,Khach_Hang_014,18:42,18:42,18:52,18:30,21:30,2,0,1.429136
1,45,C180,Khach_Hang_180,18:55,18:55,19:05,18:30,21:30,3,0,1.790690
1,46,C289,Khach_Hang_289,19:24,19:24,19:34,18:30,21:30,19,0,15.527969
1,47,C268,Khach_Hang_268,19:39,19:39,19:49,18:30,21:30,5,0,3.678652
1,48,C019,Khach_Hang_019,20:20,20:20,20:30,18:30,21:30,31,0,25.437390
1,49,C040,Khach_Hang_040,20:32,20:32,20:42,18:30,21:30,2,0,0.897678
1,50,C058,Khach_Hang_058,20:44,20:44,20:51,18:30,21:30,2,0,1.416531
1,51,C233,Khach_Hang_233,20:54,20:54,21:04,18:30,21:30,3,0,2.016639
1,52,C085,Khach_Hang_085,21:07,21:07,21:17,18:30,21:30,3,0,2.402649
1,53,C257,Khach_Hang_257,21:19,21:19,21:26,18:30,21:30,2,0,1.643800
2,1,C266,Khach_Hang_266,07:03,07:03,07:10,07:03,14:35,22,0,18.222294
2,2,C008,Khach_Hang_008,07:26,08:30,08:40,08:30,11:30,16,64,12.800989
2,3,C201,Khach_Hang_201,08:48,08:48,08:53,08:21,15:35,8,0,6.574411
2,4,C186,Khach_Hang_186,09:03,09:03,09:10,08:30,11:30,10,0,8.221155
2,5,C130,Khach_Hang_130,09:24,09:24,09:31,08:30,11:30,14,0,11.284421
2,6,C156,Khach_Hang_156,09:38,09:38,09:43,08:30,11:30,7,0,5.149879
2,7,C002,Khach_Hang_002,09:47,09:47,09:52,08:30,11:30,4,0,2.578090
2,8,C245,Khach_Hang_245,09:56,09:56,10:03,08:30,11:30,4,0,3.177243
2,9,C102,Khach_Hang_102,10:14,10:14,10:19,08:30,11:30,11,0,9.067299
2,10,C039,Khach_Hang_039,10:40,10:40,10:45,08:30,11:30,21,0,16.909826
2,11,C238,Khach_Hang_238,10:46,10:46,10:56,08:30,11:30,1,0,0.804201
2,12,C124,Khach_Hang_124,11:00,11:00,11:05,08:30,11:30,4,0,2.558020
2,13,C046,Khach_Hang_046,11:07,11:07,11:12,08:30,11:30,2,0,1.317491
2,14,C021,Khach_Hang_021,11:13,11:13,11:18,08:17,14:48,1,0,0.200357
2,15,C183,Khach_Hang_183,11:21,11:21,11:26,08:30,11:30,3,0,1.989728
2,16,C256,Khach_Hang_256,11:28,11:28,11:38,09:02,15:20,2,0,1.294048
2,17,C013,Khach_Hang_013,12:09,12:09,12:19,07:13,15:57,31,0,25.182343
2,18,C003,Khach_Hang_003,12:22,12:22,12:29,07:21,14:40,3,0,1.922653
2,19,C033,Khach_Hang_033,12:31,12:31,12:41,07:46,16:05,2,0,1.017052
2,20,C015,Khach_Hang_015,12:43,12:43,12:48,08:51,15:14,2,0,1.187589
2,21,C140,Khach_Hang_140,13:00,13:00,13:05,07:57,17:30,12,0,9.480829
2,22,C198,Khach_Hang_198,13:19,13:19,13:26,08:57,15:24,14,0,11.416193
2,23,C269,Khach_Hang_269,13:29,13:30,13:37,13:30,17:00,3,1,1.685201
2,24,C054,Khach_Hang_054,13:42,13:42,13:52,13:30,17:00,5,0,3.500644
2,25,C068,Khach_Hang_068,13:54,13:54,14:01,08:43,15:59,2,0,1.146540
2,26,C231,Khach_Hang_231,14:03,14:03,14:10,07:08,14:18,2,0,0.964524
2,27,C217,Khach_Hang_217,14:12,14:12,14:19,08:58,15:57,2,0,0.838308
2,28,C203,Khach_Hang_203,14:22,14:22,14:27,13:30,17:00,3,0,1.746929
2,29,C176,Khach_Hang_176,14:30,14:30,14:37,08:30,15:38,3,0,2.017040
2,30,C227,Khach_Hang_227,15:09,15:09,15:14,09:22,16:04,32,0,26.123511
2,31,C126,Khach_Hang_126,15:32,15:32,15:37,08:56,18:07,18,0,14.207398
2,32,C271,Khach_Hang_271,15:39,15:39,15:49,13:30,17:00,2,0,0.880342
2,33,C274,Khach_Hang_274,16:09,16:09,16:16,09:17,16:40,20,0,15.895959
2,34,C069,Khach_Hang_069,16:19,16:19,16:24,13:30,17:00,3,0,2.043954
2,35,C229,Khach_Hang_229,16:25,16:25,16:35,13:30,17:00,1,0,0.260232
2,36,C060,Khach_Hang_060,16:39,16:39,16:44,13:30,17:00,4,0,2.501858
2,37,C162,Khach_Hang_162,16:48,16:48,16:55,13:30,17:00,4,0,3.190781
2,38,C025,Khach_Hang_025,17:20,17:20,17:25,09:48,18:28,25,0,20.681486
2,39,C215,Khach_Hang_215,17:31,17:31,17:41,08:56,18:16,6,0,4.193226
2,40,C300,Khach_Hang_300,17:47,17:47,17:57,09:59,19:48,6,0,4.781164
2,41,C163,Khach_Hang_163,18:15,18:30,18:40,18:30,21:30,18,15,14.718278
2,42,C168,Khach_Hang_168,18:44,18:44,18:54,18:30,21:30,4,0,2.929631
2,43,C131,Khach_Hang_131,18:58,18:58,19:08,18:30,21:30,4,0,2.796634
2,44,C278,Khach_Hang_278,19:11,19:11,19:18,18:30,21:30,3,0,2.270609
2,45,C177,Khach_Hang_177,19:22,19:22,19:27,18:30,21:30,4,0,3.328772
2,46,C097,Khach_Hang_097,19:41,19:41,19:46,18:30,21:30,14,0,11.461146
2,47,C007,Khach_Hang_007,19:52,19:52,20:02,18:30,21:30,6,0,4.665644
2,48,C295,Khach_Hang_295,20:06,20:06,20:13,18:30,21:30,4,0,2.703035
2,49,C159,Khach_Hang_159,20:37,20:37,20:47,18:30,21:30,24,0,19.837689
2,50,C170,Khach_Hang_170,21:09,21:09,21:14,18:30,21:30,22,0,18.172269
2,51,C211,Khach_Hang_211,21:15,21:15,21:20,18:30,21:30,1,0,0.582158
2,52,C181,Khach_Hang_181,21:21,21:21,21:26,18:30,21:30,1,0,0.709898
3,1,C252,Khach_Hang_252,07:21,07:21,07:28,07:21,14:56,20,0,16.426819
3,2,C260,Khach_Hang_260,08:12,08:30,08:37,08:30,11:30,44,18,36.337859
3,3,C221,Khach_Hang_221,08:39,08:39,08:49,08:30,11:30,2,0,1.081040
3,4,C010,Khach_Hang_010,08:51,08:51,08:56,08:30,11:30,2,0,0.913724
3,5,C166,Khach_Hang_166,09:12,09:12,09:17,08:30,11:30,16,0,13.320946
3,6,C167,Khach_Hang_167,09:20,09:20,09:30,08:30,11:30,3,0,2.301030
3,7,C115,Khach_Hang_115,09:32,09:32,09:37,08:30,11:30,2,0,1.159344
3,8,C236,Khach_Hang_236,09:38,09:38,09:43,08:30,11:30,1,0,0.436774
3,9,C059,Khach_Hang_059,09:44,09:44,09:51,08:30,11:30,1,0,0.531145
3,10,C135,Khach_Hang_135,09:53,09:53,10:03,08:48,16:16,2,0,1.299005
3,11,C150,Khach_Hang_150,10:04,10:04,10:14,08:30,11:30,1,0,0.193007
3,12,C084,Khach_Hang_084,10:16,10:16,10:23,08:30,11:30,2,0,1.021685
3,13,C044,Khach_Hang_044,10:27,10:27,10:32,09:46,16:57,4,0,2.656643
3,14,C264,Khach_Hang_264,10:35,10:35,10:40,07:52,16:04,3,0,1.946897
3,15,C005,Khach_Hang_005,10:43,10:43,10:50,07:57,14:32,3,0,2.114994
3,16,C129,Khach_Hang_129,10:52,10:52,11:02,08:30,11:30,2,0,1.644510
3,17,C192,Khach_Hang_192,11:03,11:03,11:10,08:30,11:30,1,0,0.415980
3,18,C284,Khach_Hang_284,11:41,11:41,11:51,07:29,14:27,31,0,25.531019
3,19,C224,Khach_Hang_224,11:54,11:54,12:04,08:20,14:50,3,0,1.688687
3,20,C205,Khach_Hang_205,12:07,12:07,12:14,07:35,16:17,3,0,1.745832
3,21,C092,Khach_Hang_092,12:47,12:47,12:54,09:24,16:40,33,0,26.718256
3,22,C275,Khach_Hang_275,13:00,13:00,13:10,08:01,14:15,6,0,4.622121
3,23,C223,Khach_Hang_223,13:12,13:30,13:40,13:30,17:00,2,18,1.079433
3,24,C006,Khach_Hang_006,13:43,13:43,13:50,13:30,17:00,3,0,2.203915
3,25,C232,Khach_Hang_232,13:52,13:52,13:57,13:30,17:00,2,0,1.428496
3,26,C285,Khach_Hang_285,13:58,13:58,14:03,13:30,17:00,1,0,0.190154
3,27,C242,Khach_Hang_242,14:07,14:07,14:17,13:30,17:00,4,0,3.051301
3,28,C241,Khach_Hang_241,14:21,14:21,14:26,13:30,17:00,4,0,2.688461
3,29,C101,Khach_Hang_101,14:27,14:27,14:32,09:53,19:10,1,0,0.388564
3,30,C070,Khach_Hang_070,14:33,14:33,14:40,13:30,17:00,1,0,0.607650
3,31,C239,Khach_Hang_239,14:41,14:41,14:51,13:30,17:00,1,0,0.607793
3,32,C038,Khach_Hang_038,14:53,14:53,15:03,13:30,17:00,2,0,1.232796
3,33,C071,Khach_Hang_071,15:32,15:32,15:42,13:30,17:00,29,0,23.939764
3,34,C204,Khach_Hang_204,15:44,15:44,15:54,13:30,17:00,2,0,0.951409
3,35,C017,Khach_Hang_017,15:57,15:57,16:07,07:25,16:59,3,0,2.141895
3,36,C086,Khach_Hang_086,16:08,16:08,16:18,13:30,17:00,1,0,0.308547
3,37,C194,Khach_Hang_194,16:20,16:20,16:25,13:30,17:00,2,0,1.445503
3,38,C034,Khach_Hang_034,16:27,16:27,16:32,13:30,17:00,2,0,1.461044
3,39,C041,Khach_Hang_041,16:34,16:34,16:39,13:30,17:00,2,0,0.878042
3,40,C222,Khach_Hang_222,16:52,16:52,16:59,09:43,17:03,13,0,10.104121
3,41,C029,Khach_Hang_029,17:06,18:30,18:37,18:30,21:30,7,84,5.137779
3,42,C023,Khach_Hang_023,18:52,18:52,18:57,18:30,21:30,15,0,12.056177
3,43,C031,Khach_Hang_031,19:00,19:00,19:05,18:30,21:30,3,0,2.461002
3,44,C116,Khach_Hang_116,19:09,19:09,19:19,18:30,21:30,4,0,3.326320
3,45,C036,Khach_Hang_036,19:29,19:29,19:34,18:30,21:30,10,0,7.940085
3,46,C089,Khach_Hang_089,19:55,19:55,20:02,18:30,21:30,21,0,17.171521
3,47,C208,Khach_Hang_208,20:22,20:22,20:29,18:30,21:30,20,0,16.382385
3,48,C082,Khach_Hang_082,20:32,20:32,20:42,18:30,21:30,3,0,2.196359
3,49,C281,Khach_Hang_281,21:01,21:01,21:08,18:30,21:30,19,0,15.135848
3,50,C121,Khach_Hang_121,21:23,21:23,21:30,18:30,21:30,15,0,12.102088
4,1,C187,Khach_Hang_187,08:08,08:08,08:18,08:08,14:47,17,0,13.930102
4,2,C246,Khach_Hang_246,08:36,08:36,08:46,07:23,15:06,18,0,14.997633
4,3,C144,Khach_Hang_144,09:02,09:02,09:09,07:55,17:08,16,0,13.233782
4,4,C291,Khach_Hang_291,09:12,09:12,09:19,08:30,11:30,3,0,2.211129
4,5,C030,Khach_Hang_030,09:21,09:21,09:28,08:30,11:30,2,0,1.242994
4,6,C100,Khach_Hang_100,09:30,09:30,09:35,07:53,16:16,2,0,1.549990
4,7,C096,Khach_Hang_096,09:38,09:38,09:48,08:30,11:30,3,0,2.337698
4,8,C063,Khach_Hang_063,09:53,09:53,10:03,08:30,11:30,5,0,3.627464
4,9,C255,Khach_Hang_255,10:17,10:17,10:22,08:30,11:30,14,0,11.363950
4,10,C072,Khach_Hang_072,10:55,10:55,11:05,08:30,11:30,33,0,27.465230
4,11,C147,Khach_Hang_147,11:10,11:10,11:15,07:15,15:37,5,0,3.405593
4,12,C297,Khach_Hang_297,11:19,11:19,11:26,08:30,11:30,4,0,2.561651
4,13,C141,Khach_Hang_141,11:29,11:29,11:39,07:28,13:36,3,0,1.885618
4,14,C182,Khach_Hang_182,11:40,11:40,11:47,07:53,16:23,1,0,0.421407
4,15,C112,Khach_Hang_112,11:52,11:52,12:02,08:56,17:40,5,0,3.345389
4,16,C160,Khach_Hang_160,12:32,12:32,12:39,08:06,15:38,30,0,24.972975
4,17,C161,Khach_Hang_161,12:43,12:43,12:48,07:37,13:41,4,0,2.632311
4,18,C057,Khach_Hang_057,13:16,13:30,13:35,13:30,17:00,28,14,23.165658
4,19,C055,Khach_Hang_055,13:44,13:44,13:49,13:30,17:00,9,0,7.193542
4,20,C294,Khach_Hang_294,13:51,13:51,13:58,13:30,17:00,2,0,0.844109
4,21,C249,Khach_Hang_249,13:59,13:59,14:09,07:54,16:00,1,0,0.545668
4,22,C148,Khach_Hang_148,14:12,14:12,14:22,09:17,17:18,3,0,1.940705
4,23,C184,Khach_Hang_184,14:31,14:31,14:38,08:28,14:41,9,0,7.348715
4,24,C106,Khach_Hang_106,14:42,14:42,14:49,09:02,15:56,4,0,2.600704
4,25,C230,Khach_Hang_230,14:51,14:51,14:58,08:44,17:39,2,0,1.433331
4,26,C258,Khach_Hang_258,15:07,15:07,15:14,09:24,15:26,9,0,7.215693
4,27,C077,Khach_Hang_077,15:38,15:38,15:45,13:30,17:00,24,0,19.230829
4,28,C083,Khach_Hang_083,15:58,18:30,18:37,18:30,21:30,13,152,10.521504
4,29,C128,Khach_Hang_128,18:57,18:57,19:02,18:30,21:30,20,0,16.150629
4,30,C099,Khach_Hang_099,19:14,19:14,19:19,18:30,21:30,12,0,9.259789
4,31,C109,Khach_Hang_109,19:33,19:33,19:38,18:30,21:30,14,0,10.961134
4,32,C113,Khach_Hang_113,19:48,19:48,19:55,18:30,21:30,10,0,7.831946
4,33,C219,Khach_Hang_219,19:59,19:59,20:06,18:30,21:30,4,0,2.684379
4,34,C190,Khach_Hang_190,20:09,20:09,20:19,18:30,21:30,3,0,2.009126
4,35,C298,Khach_Hang_298,20:40,20:40,20:47,18:30,21:30,21,0,17.258276
4,36,C095,Khach_Hang_095,20:49,20:49,20:59,18:30,21:30,2,0,1.392044
4,37,C248,Khach_Hang_248,21:01,21:01,21:11,18:30,21:30,2,0,1.118306
4,38,C067,Khach_Hang_067,21:17,21:17,21:22,18:30,21:30,6,0,4.965685
4,39,C111,Khach_Hang_111,21:23,21:23,21:30,18:30,21:30,1,0,0.674319
5,1,C024,Khach_Hang_024,09:09,09:09,09:16,09:09,17:30,15,0,12.413671
5,2,C110,Khach_Hang_110,09:48,09:48,09:58,07:09,17:02,32,0,25.942410
5,3,C209,Khach_Hang_209,10:01,18:30,18:35,18:30,21:30,3,509,2.172583
5,4,C125,Khach_Hang_125,18:37,18:37,18:47,18:30,21:30,2,0,1.384013
5,5,C234,Khach_Hang_234,18:48,18:48,18:53,18:30,21:30,1,0,0.817493
5,6,C153,Khach_Hang_153,18:56,18:56,19:01,18:30,21:30,3,0,1.754325
5,7,C142,Khach_Hang_142,19:03,19:03,19:08,18:30,21:30,2,0,1.117215
5,8,C261,Khach_Hang_261,19:10,19:10,19:17,18:30,21:30,2,0,1.083469
5,9,C123,Khach_Hang_123,19:35,19:35,19:40,18:30,21:30,18,0,14.930413
5,10,C235,Khach_Hang_235,19:44,19:44,19:54,18:30,21:30,4,0,2.766950
5,11,C282,Khach_Hang_282,19:55,19:55,20:00,18:30,21:30,1,0,0.768794
5,12,C145,Khach_Hang_145,20:18,20:18,20:25,18:30,21:30,18,0,14.389874
5,13,C105,Khach_Hang_105,20:42,20:42,20:47,18:30,21:30,17,0,13.994394
5,14,C272,Khach_Hang_272,20:50,20:50,20:55,18:30,21:30,3,0,2.343984
5,15,C076,Khach_Hang_076,21:07,21:07,21:12,18:30,21:30,12,0,9.536828
5,16,C250,Khach_Hang_250,21:22,21:22,21:27,18:30,21:30,10,0,7.996902
6,1,C220,Khach_Hang_220,08:00,08:00,08:07,08:00,21:00,22,0,17.893436
6,2,C137,Khach_Hang_137,08:28,08:28,08:35,08:00,21:00,21,0,17.014304
6,3,C188,Khach_Hang_188,08:44,08:44,08:54,08:00,21:00,9,0,7.120051
6,4,C103,Khach_Hang_103,08:56,08:56,09:06,08:00,21:00,2,0,1.039767
6,5,C132,Khach_Hang_132,09:09,09:09,09:14,08:00,21:00,3,0,1.953462
6,6,C108,Khach_Hang_108,09:16,09:16,09:23,08:00,21:00,2,0,1.163717
6,7,C090,Khach_Hang_090,09:24,09:24,09:34,08:00,21:00,1,0,0.076043
6,8,C062,Khach_Hang_062,09:36,09:36,09:43,08:00,21:00,2,0,0.917169
6,9,C049,Khach_Hang_049,09:44,09:44,09:49,08:00,21:00,1,0,0.121920
6,10,C157,Khach_Hang_157,09:53,09:53,10:03,08:00,21:00,4,0,2.535550
6,11,C127,Khach_Hang_127,10:04,10:04,10:11,08:00,21:00,1,0,0.745444
6,12,C037,Khach_Hang_037,10:12,10:12,10:22,08:00,21:00,1,0,0.606116
6,13,C299,Khach_Hang_299,10:25,10:25,10:30,08:00,21:00,3,0,2.212823
6,14,C120,Khach_Hang_120,10:33,10:33,10:40,08:00,21:00,3,0,1.837609
6,15,C139,Khach_Hang_139,10:42,10:42,10:52,08:00,21:00,2,0,0.974042
6,16,C195,Khach_Hang_195,10:55,10:55,11:00,08:00,21:00,3,0,1.873026
6,17,C050,Khach_Hang_050,11:01,11:01,11:08,08:00,21:00,1,0,0.353268
6,18,C138,Khach_Hang_138,11:12,11:12,11:17,08:00,21:00,4,0,2.524332
6,19,C207,Khach_Hang_207,11:31,11:31,11:38,08:00,21:00,14,0,11.187028
6,20,C018,Khach_Hang_018,11:39,11:39,11:49,08:00,21:00,1,0,0.520365
6,21,C253,Khach_Hang_253,11:52,11:52,11:59,08:00,21:00,3,0,2.011910
6,22,C066,Khach_Hang_066,12:02,12:02,12:07,08:00,21:00,3,0,2.178535
6,23,C259,Khach_Hang_259,12:09,12:09,12:14,08:00,21:00,2,0,1.432728
6,24,C080,Khach_Hang_080,12:15,12:15,12:25,08:00,21:00,1,0,0.673118
6,25,C191,Khach_Hang_191,12:26,12:26,12:33,08:00,21:00,1,0,0.269867
6,26,C165,Khach_Hang_165,12:35,12:35,12:45,08:00,21:00,2,0,1.257517
6,27,C172,Khach_Hang_172,12:47,12:47,12:57,08:00,21:00,2,0,1.171162
6,28,C093,Khach_Hang_093,12:59,12:59,13:04,08:00,21:00,2,0,1.179633
6,29,C199,Khach_Hang_199,13:06,13:06,13:16,08:00,21:00,2,0,1.409244
6,30,C225,Khach_Hang_225,13:18,13:18,13:28,08:00,21:00,2,0,1.059922
6,31,C004,Khach_Hang_004,13:31,13:31,13:36,08:00,21:00,3,0,2.388048
6,32,C164,Khach_Hang_164,13:41,13:41,13:51,08:00,21:00,5,0,3.426051
6,33,C047,Khach_Hang_047,14:02,14:02,14:12,08:00,21:00,11,0,8.688327
6,34,C185,Khach_Hang_185,14:22,14:22,14:29,08:00,21:00,10,0,8.206789
6,35,C263,Khach_Hang_263,14:38,14:38,14:48,08:00,21:00,9,0,6.786055
6,36,C027,Khach_Hang_027,15:06,15:06,15:16,08:00,21:00,18,0,14.700084
6,37,C087,Khach_Hang_087,15:18,15:18,15:23,08:00,21:00,2,0,1.141710
6,38,C237,Khach_Hang_237,15:25,15:25,15:30,08:00,21:00,2,0,1.392109
6,39,C065,Khach_Hang_065,15:32,15:32,15:37,08:00,21:00,2,0,1.120939
6,40,C226,Khach_Hang_226,15:39,15:39,15:44,08:00,21:00,2,0,1.010914
6,41,C213,Khach_Hang_213,15:53,15:53,16:00,08:00,21:00,9,0,7.404020
6,42,C074,Khach_Hang_074,16:08,16:08,16:13,08:00,21:00,8,0,5.923631
6,43,C043,Khach_Hang_043,16:21,16:21,16:31,08:00,21:00,8,0,5.874238
6,44,C026,Khach_Hang_026,16:33,16:33,16:40,08:00,21:00,2,0,1.062511
6,45,C155,Khach_Hang_155,16:42,16:42,16:47,08:00,21:00,2,0,1.353706
6,46,C094,Khach_Hang_094,16:49,16:49,16:56,08:00,21:00,2,0,1.443052
6,47,C035,Khach_Hang_035,16:57,16:57,17:04,08:00,21:00,1,0,0.732588
6,48,C290,Khach_Hang_290,17:06,17:06,17:16,08:00,21:00,2,0,0.950236
6,49,C051,Khach_Hang_051,17:17,17:17,17:27,08:00,21:00,1,0,0.649382
6,50,C280,Khach_Hang_280,17:29,17:29,17:34,08:00,21:00,2,0,1.648185
6,51,C009,Khach_Hang_009,17:35,17:35,17:45,08:00,21:00,1,0,0.790520
6,52,C169,Khach_Hang_169,17:58,17:58,18:03,08:00,21:00,13,0,10.169527
7,1,C189,Khach_Hang_189,08:00,08:00,08:10,08:00,21:00,3,0,2.467472
7,2,C173,Khach_Hang_173,08:26,08:26,08:33,08:00,21:00,16,0,12.526652
7,3,C273,Khach_Hang_273,08:54,08:54,08:59,08:00,21:00,21,0,16.805859
7,4,C277,Khach_Hang_277,09:09,09:09,09:16,08:00,21:00,10,0,7.736882
7,5,C042,Khach_Hang_042,09:25,09:25,09:32,08:00,21:00,9,0,7.352137
7,6,C244,Khach_Hang_244,09:38,09:38,09:48,08:00,21:00,6,0,4.434331
7,7,C104,Khach_Hang_104,09:52,09:52,10:02,08:00,21:00,4,0,3.156858
7,8,C197,Khach_Hang_197,10:04,10:04,10:11,08:00,21:00,2,0,1.577846
7,9,C001,Khach_Hang_001,10:12,10:12,10:17,08:00,21:00,1,0,0.130434
7,10,C210,Khach_Hang_210,10:19,10:19,10:29,08:00,21:00,2,0,1.213504
7,11,C202,Khach_Hang_202,10:30,10:30,10:37,08:00,21:00,1,0,0.443005
7,12,C267,Khach_Hang_267,10:39,10:39,10:49,08:00,21:00,2,0,1.628291
7,13,C028,Khach_Hang_028,10:59,10:59,11:04,08:00,21:00,10,0,7.859229
7,14,C149,Khach_Hang_149,11:14,11:14,11:21,08:00,21:00,10,0,7.581124
7,15,C118,Khach_Hang_118,11:22,11:22,11:29,08:00,21:00,1,0,0.359553
7,16,C136,Khach_Hang_136,11:31,11:31,11:36,08:00,21:00,2,0,1.208843
7,17,C292,Khach_Hang_292,11:39,11:39,11:49,08:00,21:00,3,0,1.997755
7,18,C020,Khach_Hang_020,11:52,11:52,11:57,08:00,21:00,3,0,2.298279
7,19,C279,Khach_Hang_279,11:59,11:59,12:04,08:00,21:00,2,0,1.368693
7,20,C240,Khach_Hang_240,12:06,12:06,12:11,08:00,21:00,2,0,1.295849
7,21,C196,Khach_Hang_196,12:25,12:25,12:32,08:00,21:00,14,0,11.592088
7,22,C079,Khach_Hang_079,12:42,12:42,12:49,08:00,21:00,10,0,7.888079
7,23,C200,Khach_Hang_200,13:02,13:02,13:12,08:00,21:00,13,0,10.103707
7,24,C262,Khach_Hang_262,13:22,13:22,13:27,08:00,21:00,10,0,8.117643
7,25,C193,Khach_Hang_193,13:30,13:30,13:35,08:00,21:00,3,0,1.974008
7,26,C012,Khach_Hang_012,13:36,13:36,13:46,08:00,21:00,1,0,0.675158
7,27,C293,Khach_Hang_293,13:48,13:48,13:58,08:00,21:00,2,0,0.927428
7,28,C064,Khach_Hang_064,13:59,13:59,14:09,08:00,21:00,1,0,0.253665
7,29,C212,Khach_Hang_212,14:24,14:24,14:34,08:00,21:00,15,0,12.135573
7,30,C133,Khach_Hang_133,14:45,14:45,14:52,08:00,21:00,11,0,8.755180
7,31,C088,Khach_Hang_088,15:00,15:00,15:10,08:00,21:00,8,0,6.485239
7,32,C114,Khach_Hang_114,15:12,15:12,15:22,08:00,21:00,2,0,1.192214
7,33,C045,Khach_Hang_045,15:24,15:24,15:31,08:00,21:00,2,0,1.661730
7,34,C146,Khach_Hang_146,15:32,15:32,15:37,08:00,21:00,1,0,0.553840
7,35,C286,Khach_Hang_286,15:39,15:39,15:49,08:00,21:00,2,0,1.129750
7,36,C011,Khach_Hang_011,15:51,15:51,15:56,08:00,21:00,2,0,0.857861
