day,stop_order,customer_id,customer_name,arrival_time,service_start_time,service_end_time,selected_window_start,selected_window_end,travel_from_previous_min,waiting_min,distance_from_previous_km
2,22,C162,Khach_Hang_162,15:43,15:43,15:50,13:30,17:00,8,0,6.381363
2,23,C060,Khach_Hang_060,15:54,15:54,15:59,13:30,17:00,4,0,3.190781
2,24,C179,Khach_Hang_179,16:03,16:03,16:08,08:51,17:36,4,0,2.631452
2,25,C059,Khach_Hang_059,16:10,16:10,16:17,13:30,17:00,2,0,1.308870
2,26,C175,Khach_Hang_175,16:42,16:42,16:49,13:30,17:00,25,0,20.065743
2,27,C106,Khach_Hang_106,16:57,16:57,17:04,08:53,17:40,8,0,5.874431
2,28,C074,Khach_Hang_074,17:24,18:30,18:35,18:30,21:30,20,66,16.060231
2,29,C170,Khach_Hang_170,18:46,18:46,18:51,18:30,21:30,11,0,8.891603
2,30,C211,Khach_Hang_211,18:52,18:52,18:57,18:30,21:30,1,0,0.582158
2,31,C051,Khach_Hang_051,18:59,18:59,19:09,18:30,21:30,2,0,1.465442
2,32,C169,Khach_Hang_169,19:23,19:23,19:28,18:30,21:30,14,0,11.418649
2,33,C168,Khach_Hang_168,19:47,19:47,19:57,18:30,21:30,19,0,15.720802
2,34,C278,Khach_Hang_278,20:03,20:03,20:10,18:30,21:30,6,0,4.191350
2,35,C295,Khach_Hang_295,20:30,20:30,20:37,18:30,21:30,20,0,16.083861
2,36,C240,Khach_Hang_240,20:42,20:42,20:47,18:30,21:30,5,0,3.877646
2,37,C196,Khach_Hang_196,21:01,21:01,21:08,18:30,21:30,14,0,11.592088
2,38,C185,Khach_Hang_185,21:17,21:17,21:24,18:30,21:30,9,0,7.034532
3,1,C258,Khach_Hang_258,09:21,09:21,09:28,07:17,15:32,22,0,17.619777
3,2,C102,Khach_Hang_102,09:55,09:55,10:00,08:30,11:30,27,0,22.350005
3,3,C269,Khach_Hang_269,10:21,10:21,10:28,08:30,11:30,21,0,16.949922
3,4,C154,Khach_Hang_154,10:31,10:31,10:36,08:30,11:30,3,0,2.161571
3,5,C069,Khach_Hang_069,10:41,10:41,10:46,08:30,11:30,5,0,3.879535
3,6,C217,Khach_Hang_217,10:48,10:48,10:55,08:43,17:24,2,0,1.203174
3,7,C201,Khach_Hang_201,11:21,11:21,11:26,09:57,18:39,26,0,21.552156
3,8,C246,Khach_Hang_246,11:50,11:51,12:01,07:19,16:01,24,1,19.247850
3,9,C231,Khach_Hang_231,12:19,12:19,12:26,07:57,16:14,18,0,14.599541
3,10,C275,Khach_Hang_275,12:48,12:54,13:04,08:01,14:15,22,6,18.005253
3,11,C101,Khach_Hang_101,13:11,13:11,13:16,09:53,19:10,7,0,5.239445
3,12,C070,Khach_Hang_070,13:17,13:30,13:37,13:30,17:00,1,13,0.607650
3,13,C073,Khach_Hang_073,13:45,13:45,13:52,13:30,17:00,8,0,5.940369
3,14,C110,Khach_Hang_110,14:10,14:10,14:20,09:16,18:25,18,0,14.693038
3,15,C084,Khach_Hang_084,14:23,14:23,14:30,13:30,17:00,3,0,2.357151
3,16,C034,Khach_Hang_034,15:07,15:07,15:12,13:30,17:00,37,0,30.141755
3,17,C141,Khach_Hang_141,15:14,15:14,15:24,07:48,17:47,2,0,1.352691
3,18,C061,Khach_Hang_061,15:28,15:28,15:33,13:30,17:00,4,0,2.955282
3,19,C071,Khach_Hang_071,15:36,15:36,15:46,13:30,17:00,3,0,1.900551
3,20,C205,Khach_Hang_205,15:48,15:48,15:55,07:35,16:17,2,0,1.443186
3,21,C041,Khach_Hang_041,15:59,15:59,16:04,13:30,17:00,4,0,2.600542
3,22,C148,Khach_Hang_148,16:10,16:13,16:23,07:47,17:00,6,3,4.507454
3,23,C015,Khach_Hang_015,16:25,16:27,16:32,07:56,17:25,2,2,1.489191
3,24,C245,Khach_Hang_245,16:33,16:34,16:41,13:30,17:00,1,1,0.742549
3,25,C279,Khach_Hang_279,17:17,18:30,18:35,18:30,21:30,36,73,29.471294
3,26,C164,Khach_Hang_164,18:36,18:36,18:46,18:30,21:30,1,0,0.078254
3,27,C177,Khach_Hang_177,19:07,19:07,19:12,18:30,21:30,21,0,17.086937
3,28,C139,Khach_Hang_139,19:15,19:15,19:25,18:30,21:30,3,0,2.473019
3,29,C299,Khach_Hang_299,19:28,19:28,19:33,18:30,21:30,3,0,1.931413
3,30,C062,Khach_Hang_062,19:39,19:39,19:46,18:30,21:30,6,0,4.221578
3,31,C131,Khach_Hang_131,19:49,19:49,19:59,18:30,21:30,3,0,1.671631
3,32,C281,Khach_Hang_281,20:16,20:16,20:23,18:30,21:30,17,0,13.633860
3,33,C280,Khach_Hang_280,20:47,20:47,20:52,18:30,21:30,24,0,19.444226
3,34,C031,Khach_Hang_031,20:55,20:55,21:00,18:30,21:30,3,0,2.004791
3,35,C114,Khach_Hang_114,21:01,21:01,21:11,18:30,21:30,1,0,0.773817
3,36,C023,Khach_Hang_023,21:14,21:14,21:19,18:30,21:30,3,0,1.815237
4,1,C147,Khach_Hang_147,07:15,07:15,07:20,07:15,15:37,20,0,16.385773
4,2,C251,Khach_Hang_251,07:23,07:40,07:50,07:40,15:32,3,17,2.355708
4,3,C086,Khach_Hang_086,07:54,08:30,08:40,08:30,11:30,4,36,3.285312
4,4,C072,Khach_Hang_072,08:45,08:45,08:55,08:30,11:30,5,0,4.019558
4,5,C214,Khach_Hang_214,08:58,08:58,09:08,08:30,11:30,3,0,2.487075
4,6,C218,Khach_Hang_218,09:11,09:11,09:18,08:30,11:30,3,0,2.075647
4,7,C134,Khach_Hang_134,09:20,09:20,09:30,08:30,11:30,2,0,1.166920
4,8,C230,Khach_Hang_230,09:47,09:47,09:54,08:44,17:39,17,0,13.691434
4,9,C186,Khach_Hang_186,10:03,10:03,10:10,08:30,11:30,9,0,6.942001
4,10,C143,Khach_Hang_143,10:45,10:45,10:52,08:30,11:30,35,0,28.652794
4,11,C115,Khach_Hang_115,10:55,10:55,11:00,08:30,11:30,3,0,2.305131
4,12,C223,Khach_Hang_223,11:20,11:20,11:30,08:30,11:30,20,0,16.610392
4,13,C144,Khach_Hang_144,11:53,11:53,12:00,07:55,17:08,23,0,18.487173
4,14,C206,Khach_Hang_206,12:02,12:02,12:09,09:02,17:31,2,0,1.502383
4,15,C077,Khach_Hang_077,12:37,13:30,13:37,13:30,17:00,28,53,23.329391
4,16,C158,Khach_Hang_158,14:09,14:09,14:16,13:30,17:00,32,0,26.062183
4,17,C152,Khach_Hang_152,14:21,14:21,14:26,13:30,17:00,5,0,4.160537
4,18,C229,Khach_Hang_229,14:29,14:29,14:39,13:30,17:00,3,0,2.230391
4,19,C124,Khach_Hang_124,15:02,15:02,15:07,13:30,17:00,23,0,18.411502
4,20,C283,Khach_Hang_283,15:12,15:16,15:21,13:30,17:00,5,4,3.910974
4,21,C260,Khach_Hang_260,15:26,15:26,15:33,13:30,17:00,5,0,3.772250
4,22,C242,Khach_Hang_242,15:38,15:38,15:48,13:30,17:00,5,0,4.023747
4,23,C092,Khach_Hang_092,15:52,15:52,15:59,09:01,18:29,4,0,3.274635
4,24,C285,Khach_Hang_285,16:02,16:02,16:07,13:30,17:00,3,0,1.944976
4,25,C096,Khach_Hang_096,16:28,16:28,16:38,13:30,17:00,21,0,17.242649
4,26,C081,Khach_Hang_081,16:42,16:42,16:49,13:30,17:00,4,0,3.319190
4,27,C265,Khach_Hang_265,16:50,16:50,17:00,13:30,17:00,1,0,0.544775
4,28,C003,Khach_Hang_003,17:34,17:34,17:41,09:44,19:06,34,0,27.753820
4,29,C212,Khach_Hang_212,17:57,18:30,18:40,18:30,21:30,16,33,12.902622
4,30,C076,Khach_Hang_076,18:43,18:43,18:48,18:30,21:30,3,0,2.366769
4,31,C289,Khach_Hang_289,19:33,19:33,19:43,18:30,21:30,45,0,37.229754
4,32,C248,Khach_Hang_248,19:48,19:48,19:58,18:30,21:30,5,0,3.645568
4,33,C235,Khach_Hang_235,19:59,19:59,20:09,18:30,21:30,1,0,0.513657
4,34,C095,Khach_Hang_095,20:10,20:10,20:20,18:30,21:30,1,0,0.823233
4,35,C298,Khach_Hang_298,20:22,20:22,20:29,18:30,21:30,2,0,1.392044
4,36,C007,Khach_Hang_007,20:32,20:32,20:42,18:30,21:30,3,0,2.451270
4,37,C091,Khach_Hang_091,20:46,20:46,20:53,18:30,21:30,4,0,2.636704
4,38,C109,Khach_Hang_109,21:22,21:22,21:27,18:30,21:30,29,0,23.954146
5,1,C228,Khach_Hang_228,09:14,09:14,09:24,08:30,11:30,11,0,8.716690
5,2,C247,Khach_Hang_247,09:34,09:34,09:39,08:30,11:30,10,0,8.305431
5,3,C192,Khach_Hang_192,09:42,09:42,09:49,08:30,11:30,3,0,2.085762
5,4,C129,Khach_Hang_129,09:50,09:50,10:00,08:30,11:30,1,0,0.415980
5,5,C174,Khach_Hang_174,10:01,10:01,10:11,08:30,11:30,1,0,0.709147
5,6,C005,Khach_Hang_005,10:13,10:13,10:20,07:39,13:58,2,0,0.991185
5,7,C119,Khach_Hang_119,10:25,10:25,10:32,08:30,11:30,5,0,3.440481
5,8,C150,Khach_Hang_150,10:36,10:36,10:46,08:30,11:30,4,0,3.309761
5,9,C243,Khach_Hang_243,10:47,10:47,10:54,08:30,11:30,1,0,0.759410
5,10,C291,Khach_Hang_291,10:56,10:56,11:03,08:30,11:30,2,0,1.399429
5,11,C236,Khach_Hang_236,11:06,11:06,11:11,08:30,11:30,3,0,1.724156
5,12,C203,Khach_Hang_203,11:14,11:14,11:19,08:30,11:30,3,0,1.805748
5,13,C167,Khach_Hang_167,11:20,11:20,11:30,08:30,11:30,1,0,0.238193
5,14,C166,Khach_Hang_166,11:33,13:30,13:35,13:30,17:00,3,117,2.301030
5,15,C255,Khach_Hang_255,13:51,13:51,13:56,13:30,17:00,16,0,13.135823
5,16,C098,Khach_Hang_098,13:59,13:59,14:06,13:30,17:00,3,0,2.395845
5,17,C221,Khach_Hang_221,14:08,14:08,14:18,13:30,17:00,2,0,1.206515
5,18,C232,Khach_Hang_232,14:21,14:21,14:26,13:30,17:00,3,0,2.117110
5,19,C241,Khach_Hang_241,14:29,14:29,14:34,13:30,17:00,3,0,1.822854
5,20,C239,Khach_Hang_239,14:36,14:36,14:46,13:30,17:00,2,0,1.548073
5,21,C271,Khach_Hang_271,14:48,14:48,14:58,13:30,17:00,2,0,1.489098
5,22,C171,Khach_Hang_171,15:25,15:25,15:35,13:30,17:00,27,0,22.107309
5,23,C156,Khach_Hang_156,15:43,15:43,15:48,13:30,17:00,8,0,5.894429
5,24,C130,Khach_Hang_130,15:55,15:55,16:02,13:30,17:00,7,0,5.149879
5,25,C297,Khach_Hang_297,16:08,16:08,16:15,13:30,17:00,6,0,4.826738
5,26,C122,Khach_Hang_122,16:17,16:17,16:22,13:30,17:00,2,0,0.937365
5,27,C194,Khach_Hang_194,16:23,16:23,16:28,13:30,17:00,1,0,0.528612
5,28,C204,Khach_Hang_204,16:30,16:30,16:40,13:30,17:00,2,0,1.349602
5,29,C276,Khach_Hang_276,16:43,16:43,16:48,13:30,17:00,3,0,2.255973
5,30,C294,Khach_Hang_294,16:50,16:50,16:57,13:30,17:00,2,0,1.064027
5,31,C288,Khach_Hang_288,17:06,17:06,17:16,07:57,17:22,9,0,6.806830
5,32,C252,Khach_Hang_252,17:31,17:31,17:38,09:50,19:41,15,0,12.091412
5,33,C083,Khach_Hang_083,17:56,18:30,18:37,18:30,21:30,18,34,14.425757
5,34,C128,Khach_Hang_128,18:57,18:57,19:02,18:30,21:30,20,0,16.150629
5,35,C163,Khach_Hang_163,19:24,19:24,19:34,18:30,21:30,22,0,17.533054
5,36,C020,Khach_Hang_020,19:58,19:58,20:03,18:30,21:30,24,0,19.797004
5,37,C268,Khach_Hang_268,20:06,20:06,20:16,18:30,21:30,3,0,2.094402
5,38,C159,Khach_Hang_159,20:38,20:38,20:48,18:30,21:30,22,0,17.873128
5,39,C287,Khach_Hang_287,21:13,21:13,21:20,18:30,21:30,25,0,20.399934
5,40,C250,Khach_Hang_250,21:24,21:24,21:29,18:30,21:30,4,0,2.504855
6,1,C105,Khach_Hang_105,08:38,08:38,08:43,08:00,21:00,14,0,10.893621
6,2,C290,Khach_Hang_290,08:44,08:44,08:54,08:00,21:00,1,0,0.600961
6,3,C116,Khach_Hang_116,08:56,08:56,09:06,08:00,21:00,2,0,1.243179
6,4,C027,Khach_Hang_027,09:09,09:09,09:19,08:00,21:00,3,0,2.025083
6,5,C237,Khach_Hang_237,09:21,09:21,09:26,08:00,21:00,2,0,1.596723
6,6,C024,Khach_Hang_024,09:27,09:27,09:34,07:05,14:44,1,0,0.817124
6,7,C181,Khach_Hang_181,09:35,09:35,09:40,08:00,21:00,1,0,0.336512
6,8,C272,Khach_Hang_272,09:43,09:43,09:48,08:00,21:00,3,0,2.230100
6,9,C009,Khach_Hang_009,09:51,09:51,10:01,08:00,21:00,3,0,2.322840
6,10,C121,Khach_Hang_121,10:13,10:13,10:20,08:00,21:00,12,0,9.775403
6,11,C220,Khach_Hang_220,10:32,10:32,10:39,08:00,21:00,12,0,9.288718
6,12,C137,Khach_Hang_137,11:00,11:00,11:07,08:00,21:00,21,0,17.014304
6,13,C198,Khach_Hang_198,11:18,11:18,11:25,07:01,14:42,11,0,8.637617
6,14,C209,Khach_Hang_209,11:30,11:30,11:35,08:00,21:00,5,0,3.812412
6,15,C187,Khach_Hang_187,11:37,11:37,11:47,09:42,16:21,2,0,0.869570
6,16,C125,Khach_Hang_125,11:49,11:49,11:59,08:00,21:00,2,0,0.987263
6,17,C107,Khach_Hang_107,12:00,12:00,12:07,07:13,13:38,1,0,0.802739
6,18,C044,Khach_Hang_044,12:13,12:13,12:18,07:47,15:54,6,0,4.311313
6,19,C157,Khach_Hang_157,12:22,12:22,12:32,08:00,21:00,4,0,2.742208
6,20,C135,Khach_Hang_135,12:34,12:34,12:44,07:17,17:16,2,0,1.304780
6,21,C153,Khach_Hang_153,12:45,12:45,12:50,08:00,21:00,1,0,0.817843
6,22,C274,Khach_Hang_274,12:54,12:54,13:01,09:42,18:57,4,0,3.086074
6,23,C176,Khach_Hang_176,13:03,13:03,13:10,08:57,17:21,2,0,1.197917
6,24,C067,Khach_Hang_067,13:27,13:27,13:32,08:00,21:00,17,0,13.899267
6,25,C225,Khach_Hang_225,13:34,13:34,13:44,08:00,21:00,2,0,1.595466
6,26,C254,Khach_Hang_254,13:45,13:45,13:52,07:19,13:52,1,0,0.801072
6,27,C018,Khach_Hang_018,13:54,13:54,14:04,08:00,21:00,2,0,1.256507
6,28,C207,Khach_Hang_207,14:05,14:05,14:12,08:00,21:00,1,0,0.520365
6,29,C089,Khach_Hang_089,14:16,14:16,14:23,08:00,21:00,4,0,3.252287
6,30,C066,Khach_Hang_066,14:24,14:24,14:29,08:00,21:00,1,0,0.615169
6,31,C022,Khach_Hang_022,14:31,14:31,14:41,08:46,15:33,2,0,1.045832
6,32,C123,Khach_Hang_123,14:42,14:42,14:47,08:00,21:00,1,0,0.744937
6,33,C165,Khach_Hang_165,14:48,14:48,14:58,08:00,21:00,1,0,0.741969
6,34,C172,Khach_Hang_172,15:00,15:00,15:10,08:00,21:00,2,0,1.171162
6,35,C282,Khach_Hang_282,15:11,15:11,15:16,08:00,21:00,1,0,0.759777
6,36,C047,Khach_Hang_047,15:28,15:28,15:38,08:00,21:00,12,0,9.513385
6,37,C227,Khach_Hang_227,15:49,15:49,15:54,08:20,17:55,11,0,8.816837
6,38,C263,Khach_Hang_263,15:59,15:59,16:09,08:00,21:00,5,0,3.840746
6,39,C145,Khach_Hang_145,16:25,16:25,16:32,08:00,21:00,16,0,12.911675
6,40,C036,Khach_Hang_036,16:39,16:39,16:44,08:00,21:00,7,0,5.699640
7,1,C189,Khach_Hang_189,08:32,08:32,08:42,08:00,21:00,3,0,2.467472
7,2,C188,Khach_Hang_188,08:55,08:55,09:05,08:00,21:00,13,0,10.618625
7,3,C264,Khach_Hang_264,09:09,09:09,09:14,07:48,16:59,4,0,3.124903
7,4,C113,Khach_Hang_113,09:16,09:16,09:23,08:00,21:00,2,0,1.460879
7,5,C049,Khach_Hang_049,09:25,09:25,09:30,08:00,21:00,2,0,1.434768
7,6,C068,Khach_Hang_068,09:31,09:31,09:38,08:46,16:49,1,0,0.097872
7,7,C234,Khach_Hang_234,09:39,09:39,09:44,08:00,21:00,1,0,0.209417
7,8,C001,Khach_Hang_001,09:46,09:46,09:51,08:00,21:00,2,0,1.315387
7,9,C197,Khach_Hang_197,09:52,09:52,09:59,08:00,21:00,1,0,0.130434
7,10,C219,Khach_Hang_219,10:00,10:00,10:07,08:00,21:00,1,0,0.692784
7,11,C142,Khach_Hang_142,10:09,10:09,10:14,08:00,21:00,2,0,0.939399
7,12,C120,Khach_Hang_120,10:15,10:15,10:22,08:00,21:00,1,0,0.362132
7,13,C261,Khach_Hang_261,10:24,10:24,10:31,08:00,21:00,2,0,0.851960
7,14,C138,Khach_Hang_138,10:35,10:35,10:40,08:00,21:00,4,0,2.916213
7,15,C178,Khach_Hang_178,10:48,10:48,10:58,09:21,17:22,8,0,6.067024
7,16,C253,Khach_Hang_253,11:05,11:05,11:12,08:00,21:00,7,0,5.120034
7,17,C097,Khach_Hang_097,11:14,11:14,11:19,08:00,21:00,2,0,1.393008
7,18,C149,Khach_Hang_149,11:21,11:21,11:28,08:00,21:00,2,0,0.935329
7,19,C118,Khach_Hang_118,11:29,11:29,11:36,08:00,21:00,1,0,0.359553
7,20,C136,Khach_Hang_136,11:38,11:38,11:43,08:00,21:00,2,0,1.208843
7,21,C256,Khach_Hang_256,11:44,11:44,11:54,07:22,16:29,1,0,0.821104
7,22,C292,Khach_Hang_292,11:57,11:57,12:07,08:00,21:00,3,0,2.152914
7,23,C093,Khach_Hang_093,12:11,12:11,12:16,08:00,21:00,4,0,2.756048
7,24,C052,Khach_Hang_052,12:18,12:18,12:23,09:36,19:22,2,0,1.110543
7,25,C004,Khach_Hang_004,12:25,12:25,12:30,08:00,21:00,2,0,1.302389
7,26,C035,Khach_Hang_035,13:01,13:01,13:08,08:00,21:00,31,0,25.614062
7,27,C146,Khach_Hang_146,13:10,13:10,13:15,08:00,21:00,2,0,1.138021
7,28,C045,Khach_Hang_045,13:16,13:16,13:23,08:00,21:00,1,0,0.553840
7,29,C193,Khach_Hang_193,13:26,13:26,13:31,08:00,21:00,3,0,2.410674
7,30,C226,Khach_Hang_226,13:33,13:33,13:38,08:00,21:00,2,0,1.312370
7,31,C293,Khach_Hang_293,13:41,13:41,13:51,08:00,21:00,3,0,1.873462
7,32,C094,Khach_Hang_094,13:57,13:57,14:04,08:00,21:00,6,0,4.426858
7,33,C224,Khach_Hang_224,14:05,14:05,14:15,07:29,14:15,1,0,0.697561
